car_list,,,,,,,,,,,,,,,,,,,,,,,,,
모델명,제조사,유종,배기량,공차중량,변속형식,도심주행연비,고속도로주행연비,복합연비,등급,CO2배출량,연비신고구분,국산/수입,자동차형식,자동차종류,승차정원,엔진형식,최고출력(ps/rpm),최고토크(kgm/rpm),연료공급방식,변속형식,굴림방식,타이어사이즈(전),타이어사이즈(후),연료탱크용량(ℓ),자동차유형
스타리아 라운지 2.2디젤 2WD 7인 18인치,현대,경유,"2,199cc","2,320kg",자동8,9.8㎞/ℓ,12.2㎞/ℓ,10.8㎞/ℓ,4등급,179g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,235/55R18,235/55R18,75,기타형
스타리아 2.2디젤 2WD 11인 18인치,현대,경유,"2,199cc","2,320kg",자동8,9.7㎞/ℓ,12.4㎞/ℓ,10.8㎞/ℓ,4등급,180g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,235/55R18,235/55R18,75,일반형
스타리아 2.2디젤 2WD 11인 17인치,현대,경유,"2,199cc","2,310kg",자동8,9.8㎞/ℓ,12.5㎞/ℓ,10.8㎞/ℓ,4등급,179g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,215/65R17,215/65R17,75,일반형
스타리아 2.2디젤 2WD 9인 17인치,현대,경유,"2,199cc","2,240kg",자동8,10.3㎞/ℓ,12.9㎞/ℓ,11.3㎞/ℓ,4등급,171g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,215/65R17,215/65R17,75,기타형
스타리아 2.2디젤 2WD 11인 18인치 (빌트인캠),현대,경유,"2,199cc","2,320kg",자동8,9.7㎞/ℓ,12.4㎞/ℓ,10.8㎞/ℓ,4등급,180g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,235/55R18,235/55R18,75,일반형
스타리아 2.2디젤 2WD 11인 17인치 (빌트인캠),현대,경유,"2,199cc","2,310kg",자동8,9.8㎞/ℓ,12.5㎞/ℓ,10.8㎞/ℓ,4등급,179g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,215/65R17,215/65R17,75,일반형
스타리아 2.2디젤 4WD 9인 18인치,현대,경유,"2,199cc","2,330kg",자동8,9.2㎞/ℓ,12.0㎞/ℓ,10.3㎞/ℓ,4등급,189g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HB,177/3800,44/1500~2500,CRD,자동8,4WD,235/55R18,235/55R18,75,기타형
스타리아 2.2디젤 4WD 9인 17인치 (빌트인캠),현대,경유,"2,199cc","2,320kg",자동8,9.2㎞/ℓ,12.0㎞/ℓ,10.3㎞/ℓ,4등급,189g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HB,177/3800,44/1500~2500,CRD,자동8,4WD,215/65R17,215/65R17,75,기타형
스타리아 2.2디젤 4WD 9인 17인치,현대,경유,"2,199cc","2,320kg",자동8,9.2㎞/ℓ,12.0㎞/ℓ,10.3㎞/ℓ,4등급,189g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HB,177/3800,44/1500~2500,CRD,자동8,4WD,215/65R17,215/65R17,75,기타형
스타리아 2.2디젤 4WD 11인 18인치,현대,경유,"2,199cc","2,390kg",자동8,9.4㎞/ℓ,11.6㎞/ℓ,10.3㎞/ℓ,4등급,190g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HB,177/3800,44/1500~2500,CRD,자동8,4WD,235/55R18,235/55R18,75,일반형
스타리아 라운지 2.2디젤 2WD 7인 18인치 (빌트인캠),현대,경유,"2,199cc","2,320kg",자동8,9.8㎞/ℓ,12.2㎞/ℓ,10.8㎞/ℓ,4등급,180g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,235/55R18,235/55R18,75,기타형
스타리아 2.2디젤 2WD 9인 18인치,현대,경유,"2,199cc","2,250kg",자동8,10.1㎞/ℓ,12.5㎞/ℓ,11.0㎞/ℓ,4등급,175g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,235/55R18,235/55R18,75,기타형
스타리아 라운지 2.2디젤 4WD 9인 18인치,현대,경유,"2,199cc","2,440kg",자동8,9.2㎞/ℓ,12.0㎞/ℓ,10.3㎞/ℓ,4등급,189g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HB,177/3800,44/1500~2500,CRD,자동8,4WD,235/55R18,235/55R18,75,기타형
BMW M135i xDrive,BMW,휘발유,"1,998cc","1,588kg",자동8,8.9㎞/ℓ,11.8㎞/ℓ,10.0㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B48A20E,306/5000,45.89/1750-4500,직접분사,자동8,AWD,225/40R18,225/40R18,50,일반형
BMW 220i Gran Coupe,BMW,휘발유,"1,998cc","1,524kg",자동8,9.8㎞/ℓ,13.5㎞/ℓ,11.2㎞/ℓ,4등급,151g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46A20B,192/5000-6000,28.55/1350-4600,직접분사,자동8,FF,225/40R18,225/40R18,50,일반형
BMW 120i,BMW,휘발유,"1,998cc","1,490kg",자동8,9.7㎞/ℓ,13.0㎞/ℓ,11.0㎞/ℓ,4등급,154g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46A20B,192/5000,28.55/1350-4600,직접분사,자동8,FF,225/40R18,225/40R18,50,일반형
재규어 XF P250 AWD,재규어,휘발유,"1,997cc","1,840kg",자동8,8.8㎞/ℓ,11.9㎞/ℓ,9.9㎞/ℓ,4등급,167g/km,3개 부처 공동고시,수입,내연기관,승용차,5,PT204,"250/5,500","37.2/1,500",직접분사,자동8,AWD,245/40R19,245/40R19,74,일반형
재규어 XF P250,재규어,휘발유,"1,997cc","1,780kg",자동8,9.1㎞/ℓ,12.3㎞/ℓ,10.3㎞/ℓ,4등급,160g/km,3개 부처 공동고시,수입,내연기관,승용차,5,PT204,"250/5,500","37.2/1,500",직접분사,자동8,FR,245/40R19,245/40R19,74,일반형
Q8 50 TDI quattro,아우디,경유,"2,967cc","2,360kg",자동8,9.4㎞/ℓ,11.9㎞/ℓ,10.4㎞/ℓ,4등급,187g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DPX,286 / 3500 - 4000,61.18 / 1750 - 3250,직접분사,자동8,AWD,285/45 R21,285/45 R21,85,다목적형
Q8 45 TDI quattro,아우디,경유,"2,967cc","2,310kg",자동8,9.8㎞/ℓ,12.7㎞/ℓ,10.9㎞/ℓ,4등급,177g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DPX,231 / 3500 - 5000,50.99 / 1500 - 3000,직접분사,자동8,AWD,275/50 R20,275/50 R20,85,다목적형
S6 TDI,아우디,경유,"2,967cc","2,090kg",자동8,10.2㎞/ℓ,13.6㎞/ℓ,11.5㎞/ℓ,4등급,168g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMK,344 / 3850 - 4000,71.38 / 1750 - 3250,직접분사,자동8,AWD,255/35 R21,255/35 R21,74.2,일반형
MINI John Cooper Works Convertible,MINI,휘발유,"1,998cc","1,403kg",자동8,10.0㎞/ℓ,13.5㎞/ℓ,11.3㎞/ℓ,4등급,149g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46A20B,231/5200,32.63/1450-4800,직접분사,자동8,FF,205/45R17,205/45R17,44,일반형
S7 TDI,아우디,경유,"2,967cc","2,125kg",자동8,10.2㎞/ℓ,13.6㎞/ℓ,11.5㎞/ℓ,4등급,168g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMK,344 / 3850 - 4000,71.38 / 1750 - 3250,직접분사,자동8,AWD,255/35 R21,255/35 R21,74.2,일반형
Q7 45 TDI quattro,아우디,경유,"2,967cc","2,320kg",자동8,9.6㎞/ℓ,12.2㎞/ℓ,10.6㎞/ℓ,4등급,183g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,DPX,231 / 3500 - 5000,50.99 / 1500 - 3000,직접분사,자동8,AWD,255/55 R19,255/55 R19,85,다목적형
A8 50 TDI quattro,아우디,경유,"2,967cc","2,180kg",자동8,10.0㎞/ℓ,13.7㎞/ℓ,11.4㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMG,286 / 3500 - 4000,61.18 / 1750-3250,직접분사,자동8,AWD,265/40 R20,265/40 R20,82,일반형
Q7 50 TDI quattro,아우디,경유,"2,967cc","2,415kg",자동8,9.7㎞/ℓ,13.0㎞/ℓ,11.0㎞/ℓ,4등급,177g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,DPX,286 / 3500 - 4000,61.18 / 1750 - 3250,직접분사,자동8,AWD,285/40 R21,285/40 R21,85,다목적형
Q7 45 TDI quattro,아우디,경유,"2,967cc","2,245kg",자동8,9.6㎞/ℓ,12.2㎞/ℓ,10.6㎞/ℓ,4등급,183g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DPX,231 / 3500 - 5000,50.99 / 1500 - 3000,직접분사,자동8,AWD,255/55 R19,255/55 R19,85,다목적형
MINI John Cooper Works,MINI,휘발유,"1,998cc","1,302kg",자동8,10.2㎞/ℓ,13.5㎞/ℓ,11.4㎞/ℓ,4등급,148g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46A20B,231/5200-6200,32.63/1450-4800,직접분사,자동8,FF,205/45R17,205/45R17,44,일반형
A8 L 50 TDI quattro,아우디,경유,"2,967cc","2,230kg",자동8,9.7㎞/ℓ,13.8㎞/ℓ,11.2㎞/ℓ,4등급,173g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMG,286 / 3500 - 4000,61.18 / 1750 - 3250,직접분사,자동8,AWD,265/40 R20,265/40 R20,82,일반형
Mercedes-Benz GLB250 4MATIC (5seater),벤츠,휘발유,"1,991cc","1,705kg",자동8,9.0㎞/ℓ,11.8㎞/ℓ,10.1㎞/ℓ,4등급,174g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,224/5500,35.7/1800-4000,전자분사,자동8,AWD,235/50 R19,235/50 R19,60,다목적형
K8 3.5 GDI 18인치,기아,휘발유,"3,470cc","1,640kg",자동8,9.0㎞/ℓ,13.4㎞/ℓ,10.6㎞/ℓ,4등급,160g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DT,300/6400,36.6/5000,기타,자동8,FF,245/45R18,245/45R18,60,일반형
K8 3.5 GDI 19인치,기아,휘발유,"3,470cc","1,650kg",자동8,8.8㎞/ℓ,13.0㎞/ℓ,10.3㎞/ℓ,4등급,165g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DT,300/6400,36.6/5000,기타,자동8,FF,245/40R19,245/40R19,60,일반형
K8 2.5 GDI 19인치,기아,휘발유,"2,497cc","1,570kg",자동8,9.8㎞/ℓ,14.0㎞/ℓ,11.4㎞/ℓ,4등급,148g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KN,198/6100,25.3/4000,기타,자동8,FF,245/40R19,245/40R19,60,일반형
K8 3.5 GDI 18인치 (빌트인캠),기아,휘발유,"3,470cc","1,640kg",자동8,8.9㎞/ℓ,13.2㎞/ℓ,10.5㎞/ℓ,4등급,162g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DT,300/6400,36.6/5000,기타,자동8,FF,245/45R18,245/45R18,60,일반형
디스커버리 D250,랜드로버,경유,"2,997cc","2,550kg",자동8,9.6㎞/ℓ,12.7㎞/ℓ,10.8㎞/ℓ,4등급,180g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,DT306,"249/4,000","58.1/1,250~2,500",직접분사,자동8,4WD,275/45R21,275/45R21,85,다목적형
디스커버리 D300,랜드로버,경유,"2,997cc","2,610kg",자동8,9.6㎞/ℓ,12.7㎞/ℓ,10.8㎞/ℓ,4등급,180g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,DT306,"300/4,000","66.3/1,500~2,500",직접분사,자동8,4WD,275/45R21,275/45R21,85,다목적형
쏘나타(DN8) 2.0LPI_18인치타이어_22MY,현대,LPG,"1,999cc","1,455kg",자동6,8.7㎞/ℓ,11.6㎞/ℓ,9.9㎞/ℓ,4등급,132g/km,3개 부처 공동고시,국산,내연기관,승용차,5,L4NB,146/6000,19.5/4200,MPI,자동6,FF,235/45R18,235/45R18,64,일반형
디펜더 110 D300,랜드로버,경유,"2,997cc","2,530kg",자동8,9.2㎞/ℓ,10.7㎞/ℓ,9.8㎞/ℓ,4등급,199g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"300/4,000","66.3/1,500~2,500",직접분사,자동8,4WD,255/60R20,255/60R20,85,다목적형
디펜더 90 D250,랜드로버,경유,"2,997cc","2,380kg",자동8,9.5㎞/ℓ,11.2㎞/ℓ,10.2㎞/ℓ,4등급,190g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"249/4,000","58.1/1,250~2,500",직접분사,자동8,4WD,255/60R20,255/60R20,85,다목적형
디펜더 110 D250,랜드로버,경유,"2,997cc","2,520kg",자동8,9.2㎞/ℓ,10.7㎞/ℓ,9.8㎞/ℓ,4등급,199g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"249/4,000","58.1/1,250~2,500",직접분사,자동8,4WD,255/60R20,255/60R20,85,다목적형
Mercedes-AMG A35 4MATIC,벤츠,휘발유,"1,991cc","1,600kg",자동7,9.1㎞/ℓ,11.7㎞/ℓ,10.1㎞/ℓ,4등급,174g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,306/5800-6100,40.8/3000-4000,전자분사,자동7,AWD,235/40 R18,235/40 R18,51,일반형
Mercedes-Benz GLB220,벤츠,휘발유,"1,991cc","1,650kg",자동8,9.5㎞/ℓ,12.3㎞/ℓ,10.6㎞/ℓ,4등급,164g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,190 / 5500-6100,30.6 / 1600-4000,전자분사,자동8,FF,235/50 R19,235/50 R19,52,다목적형
Mercedes-Benz GLB250 4MATIC,벤츠,휘발유,"1,991cc","1,750kg",자동8,9.0㎞/ℓ,11.8㎞/ℓ,10.1㎞/ℓ,4등급,174g/km,3개 부처 공동고시,수입,내연기관,승용차,7,260 920,224/5500,35.7/1800-4000,전자분사,자동8,AWD,235/50 R19,235/50 R19,60,다목적형
A6 45 TFSI,아우디,휘발유,"1,984cc","1,740kg",자동7,9.7㎞/ℓ,12.9㎞/ℓ,10.9㎞/ℓ,4등급,156g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DPA,265 / 5250 - 6500,37.7 / 1600 - 4500,직접분사,자동7,FF,255/40 R20,255/40 R20,74.2,일반형
A6 45 TFSI quattro,아우디,휘발유,"1,984cc","1,795kg",자동7,9.6㎞/ℓ,12.6㎞/ℓ,10.8㎞/ℓ,4등급,159g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DPA,265 / 5250 - 6500,37.7 / 1600 - 4500,직접분사,자동7,AWD,255/40 R20,255/40 R20,74.2,일반형
Mercedes-Benz GLA220,벤츠,휘발유,"1,991cc","1,585kg",자동8,9.9㎞/ℓ,12.8㎞/ℓ,11.0㎞/ℓ,4등급,158g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,190 / 5500-6100,30.6 /1600-4000,전자분사,자동8,FF,235/50 R19,235/50 R19,51,다목적형
Mercedes-Benz S400 d 4MATIC,벤츠,경유,"2,925cc","2,185kg",,9.9㎞/ℓ,14.0㎞/ℓ,11.4㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,내연기관,승용차,5,656 929,330/3600-4200,71.4/1200-3200,전자분사,자동9,AWD,255/40 R20,285/35 R20,72,일반형
Mercedes-Benz A250 4MATIC,벤츠,휘발유,"1,991cc","1,525kg",자동7,9.8㎞/ℓ,13.6㎞/ℓ,11.2㎞/ℓ,4등급,156g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,224/5500,35.7/1800-4000,전자분사,자동7,AWD,225/45 R18,225/45 R18,51,일반형
Mercedes-Benz CLA250 4MATIC,벤츠,휘발유,"1,991cc","1,570kg",자동7,9.8㎞/ℓ,13.6㎞/ℓ,11.2㎞/ℓ,4등급,156g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,224/5500,35.7/1800-4000,전자분사,자동7,AWD,225/45 R18,225/45 R18,51,일반형
Mercedes-Benz A220,벤츠,휘발유,"1,991cc","1,425kg",자동7,10.2㎞/ℓ,13.7㎞/ℓ,11.5㎞/ℓ,4등급,151g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,190/5500-6100,30.6/1600-4000,전자분사,자동7,FF,225/45 R18,225/45 R18,43,일반형
GR Supra,토요타,휘발유,"2,998cc","1,525kg",자동8,9.1㎞/ℓ,12.0㎞/ℓ,10.2㎞/ℓ,4등급,165g/km,3개 부처 공동고시,수입,내연기관,승용차,2,B58B30B,387/5800,51/1800-5000,전자분사,자동8,FR,255/35ZR19,275/35ZR19,52,일반형
캐딜락 XT4,GM,휘발유,"1,998cc","1,755kg",,8.8㎞/ℓ,11.8㎞/ℓ,10.0㎞/ℓ,4등급,173g/km,3개 부처 공동고시,수입,내연기관,승용차,5,LSY,238/5000,35.7/1500-4000,직접분사,자동9,AWD,245/45R20,245/45R20,61.7,다목적형
"카니발 2.2디젤 하이리무진 9인승(18""/19""타이어)",기아,경유,"2,151cc","2,130kg",자동8,10.2㎞/ℓ,13.5㎞/ℓ,11.5㎞/ℓ,4등급,169g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/55R19,235/55R19,72,기타형
팰리세이드 2.2 디젤 AWD 8인 20인치 (21),현대,경유,"2,199cc","2,030kg",자동8,10.4㎞/ℓ,12.5㎞/ℓ,11.3㎞/ℓ,4등급,171g/km,3개 부처 공동고시,국산,내연기관,승용차,8,D4HB,202/3800,45/1750~2750,CRD,자동8,AWD,245/50R20,245/50R20,71,다목적형
모하비 3.0 디젤 4WD 6인 18인치타이어 (21),기아,경유,"2,959cc","2,285kg",자동8,8.3㎞/ℓ,11.0㎞/ℓ,9.4㎞/ℓ,4등급,210g/km,3개 부처 공동고시,국산,내연기관,승용차,6,D6EB,260/3800,57.1/1500~3000,CRD,자동8,4WD,265/60R18,265/60R18,82,다목적형
"카니발 2.2디젤 하이리무진 7인승(19""타이어)",기아,경유,"2,151cc","2,195kg",자동8,9.6㎞/ℓ,13.4㎞/ℓ,11.0㎞/ℓ,4등급,176g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/55R19,235/55R19,72,기타형
팰리세이드 2.2 디젤 AWD 8인 18인치 (21),현대,경유,"2,199cc","2,020kg",자동8,10.4㎞/ℓ,12.8㎞/ℓ,11.4㎞/ℓ,4등급,170g/km,3개 부처 공동고시,국산,내연기관,승용차,8,D4HB,202/3800,45/1750~2750,CRD,자동8,AWD,245/60R18,245/60R18,71,다목적형
팰리세이드 2.2 디젤 AWD 7인 20인치 (21),현대,경유,"2,199cc","2,020kg",자동8,10.4㎞/ℓ,12.5㎞/ℓ,11.3㎞/ℓ,4등급,171g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HB,202/3800,45/1750~2750,CRD,자동8,AWD,245/50R20,245/50R20,71,다목적형
렉서스 LS500h AWD,토요타,휘발유,"3,456cc","2,365kg",무단변속,8.8㎞/ℓ,10.9㎞/ℓ,9.6㎞/ℓ,4등급,175g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,8GR,"299/6,600",22.5/3600~5200,전자분사,무단변속,AWD,245/45R20,245/45R20,84,일반형
모하비 3.0 디젤 4WD 5인 18인치타이어 (21),기아,경유,"2,959cc","2,265kg",자동8,8.3㎞/ℓ,11.0㎞/ℓ,9.4㎞/ℓ,4등급,210g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D6EB,260/3800,57.1/1500~3000,CRD,자동8,4WD,265/60R18,265/60R18,82,다목적형
팰리세이드 2.2 디젤 AWD 7인 18인치 (21),현대,경유,"2,199cc","2,010kg",자동8,10.4㎞/ℓ,12.8㎞/ℓ,11.4㎞/ℓ,4등급,170g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HB,202/3800,45/1750~2750,CRD,자동8,AWD,245/60R18,245/60R18,71,다목적형
BMW 330i xDrive,BMW,휘발유,"1,998cc","1,695kg",자동8,9.6㎞/ℓ,13.8㎞/ℓ,11.2㎞/ℓ,4등급,152g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46B20B,258/5000-6500,40.79/1550-4400,직접분사,자동8,AWD,225/45 R18,225/45 R18,59,일반형
렉스턴 2.2 8AT 4WD SCR Step2 7인승 ISG,쌍용,경유,"2,157cc","2,180kg",자동8,9.9㎞/ℓ,12.9㎞/ℓ,11.1㎞/ℓ,4등급,175g/km,3개 부처 공동고시,국산,내연기관,승용차,7,672 980,202/3800,45/1600~2600,CRD,자동8,4WD,255/50R20,255/50R20,70,다목적형
렉스턴 2.2 8AT 4WD SCR Step2 5인승 ISG,쌍용,경유,"2,157cc","2,170kg",자동8,9.9㎞/ℓ,12.9㎞/ℓ,11.1㎞/ℓ,4등급,175g/km,3개 부처 공동고시,국산,내연기관,승용차,5,672 980,202/3800,45/1600~2600,CRD,자동8,4WD,255/50R20,255/50R20,70,다목적형
Mercedes-AMG GLB35 4MATIC,벤츠,휘발유,"1,991cc","1,785kg",자동8,8.8㎞/ℓ,10.6㎞/ℓ,9.5㎞/ℓ,4등급,188g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,306/6100,40.8/3000-4000,전자분사,자동8,AWD,255/40 R20,255/40 R20,60,다목적형
BMW 420i Convertible,BMW,휘발유,"1,998cc","1,740kg",자동8,10.1㎞/ℓ,13.7㎞/ℓ,11.4㎞/ℓ,4등급,149g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46B20B,184/5000,30.59/1400-4200,직접분사,자동8,FR,225/45R18,225/45R18,59,일반형
BMW 430i Convertible,BMW,휘발유,"1,998cc","1,755kg",자동8,10.1㎞/ℓ,13.2㎞/ℓ,11.3㎞/ℓ,4등급,150g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46B20B,258/5000-6500,40.79/1500-4400,직접분사,자동8,FR,225/45R18,225/45R18,59,일반형
Mercedes-Benz GLB 220,벤츠,휘발유,"1,991cc","1,670kg",자동8,9.6㎞/ℓ,12.6㎞/ℓ,10.8㎞/ℓ,4등급,165g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,190/5500-6100,30.6/1600-4000,전자분사,자동8,FF,235/50 R19,235/50 R19,52,다목적형
Mercedes-Benz GLA220,벤츠,휘발유,"1,991cc","1,580kg",자동8,10.3㎞/ℓ,13.2㎞/ℓ,11.5㎞/ℓ,4등급,150g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,190/5500-6100,30.6/1600-4000,전자분사,자동8,FF,235/55 R18,235/55 R18,51,다목적형
BMW M440i xDrive,BMW,휘발유,"2,998cc","1,750kg",자동8,9.1㎞/ℓ,12.7㎞/ℓ,10.4㎞/ℓ,4등급,165g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B58B30B,387/5800-6500,50.99/1800-5000,직접분사,자동8,AWD,225/45R18,255/40R18,59,일반형
Q5 45 TFSI quattro,아우디,휘발유,"1,984cc","1,895kg",자동7,9.2㎞/ℓ,11.7㎞/ℓ,10.2㎞/ℓ,4등급,168g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DPV,265 / 5250 - 6500,37.7 / 1600 - 4500,직접분사,자동7,AWD,255/45 R20,255/45 R20,73,다목적형
Ranger Wildtrak,포드,경유,"1,996cc","2,310kg",,9.2㎞/ℓ,11.2㎞/ℓ,10.0㎞/ℓ,4등급,195g/km,3개 부처 공동고시,수입,내연기관,화물차,5,YN2X,213/3750,51.0/1750~2000,전자분사,자동10,4WD,265/60R18,265/60R18,80,화물
Mercedes-Benz GLB250 4MATIC (7seater),벤츠,휘발유,"1,991cc","1,790kg",자동8,9.5㎞/ℓ,12.1㎞/ℓ,10.5㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,내연기관,승용차,7,260920,224/5500,35.7/1800-4000,전자분사,자동8,AWD,235/55 R18,235/55 R18,60,다목적형
트랙스 1.4,한국지엠,휘발유,"1,399cc","1,365kg",자동6,10.3㎞/ℓ,13.0㎞/ℓ,11.4㎞/ℓ,4등급,148g/km,3개 부처 공동고시,국산,내연기관,승용차,5,LE2,155/5600,24.5/2000~4000,직접분사,자동6,FF,215/55R18,215/55R18,53,기타형
GV70 2.5T-GDI 2WD 21인치,현대,휘발유,"2,497cc","1,850kg",자동8,8.8㎞/ℓ,11.3㎞/ℓ,9.8㎞/ℓ,4등급,173g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,FR,255/40R21,255/40R21,66,다목적형
GV70 2.5T-GDI AWD 18인치(빌트인캠),현대,휘발유,"2,497cc","1,885kg",자동8,8.6㎞/ℓ,11.4㎞/ℓ,9.7㎞/ℓ,4등급,176g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,235/60R18,235/60R18,66,다목적형
GV70 2.5T-GDI 2WD 19인치,현대,휘발유,"2,497cc","1,830kg",자동8,8.9㎞/ℓ,11.6㎞/ℓ,10.0㎞/ℓ,4등급,170g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,FR,235/55R19,235/55R19,66,다목적형
GV70 2.5T-GDI 2WD 18인치(빌트인캠),현대,휘발유,"2,497cc","1,820kg",자동8,9.4㎞/ℓ,12.4㎞/ℓ,10.6㎞/ℓ,4등급,160g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,FR,235/60R18,235/60R18,66,다목적형
GV70 2.5T-GDI 2WD 18인치,현대,휘발유,"2,497cc","1,820kg",자동8,9.6㎞/ℓ,12.4㎞/ℓ,10.7㎞/ℓ,4등급,158g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,FR,235/60R18,235/60R18,66,다목적형
GV70 2.5T-GDI AWD 18인치,현대,휘발유,"2,497cc","1,885kg",자동8,8.7㎞/ℓ,11.5㎞/ℓ,9.8㎞/ℓ,4등급,174g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,235/60R18,235/60R18,66,다목적형
GV70 2.5T-GDI AWD 19인치 (스포츠패키지),현대,휘발유,"2,497cc","1,910kg",자동8,8.5㎞/ℓ,11.5㎞/ℓ,9.7㎞/ℓ,4등급,176g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,235/55R19,235/55R19,66,다목적형
GV70 2.5T-GDI 2WD 21인치 (스포츠패키지),현대,휘발유,"2,497cc","1,865kg",자동8,8.8㎞/ℓ,11.3㎞/ℓ,9.8㎞/ℓ,4등급,173g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,FR,255/40R21,255/40R21,66,다목적형
GV70 2.5T-GDI 2WD 19인치 (스포츠패키지),현대,휘발유,"2,497cc","1,845kg",자동8,8.9㎞/ℓ,11.6㎞/ℓ,10.0㎞/ℓ,4등급,170g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,FR,235/55R19,235/55R19,66,다목적형
