car_list,,,,,,,,,,,,,,,,,,,,,,,,,
모델명,제조사,유종,배기량,공차중량,변속형식,도심주행연비,고속도로주행연비,복합연비,등급,CO2배출량,연비신고구분,국산/수입,자동차형식,자동차종류,승차정원,엔진형식,최고출력(ps/rpm),최고토크(kgm/rpm),연료공급방식,변속형식,굴림방식,타이어사이즈(전),타이어사이즈(후),연료탱크용량(ℓ),자동차유형
BMW X4 xDrive20d,BMW,경유,"1,995cc","1,941kg",자동8,11.2㎞/ℓ,14.1㎞/ℓ,12.3㎞/ℓ,3등급,156g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B47D20B,190/4000,40.79/1750-2500,직접분사,자동8,AWD,225/60R18,225/60R18,68,다목적형
BMW X3 xDrive20d,BMW,경유,"1,995cc","1,966kg",자동8,11.0㎞/ℓ,14.1㎞/ℓ,12.2㎞/ℓ,3등급,157g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B47D20B,190/4000,40.79/1750-2500,직접분사,자동8,AWD,225/60R18,225/60R18,68,다목적형
A4 40 TFSI,아우디,휘발유,"1,984cc","1,565kg",자동7,11.1㎞/ℓ,14.5㎞/ℓ,12.4㎞/ℓ,3등급,136g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DMS,204 / 4475 - 6000,32.6 / 1450 - 4475,직접분사,자동7,FF,245/40 R18,245/40 R18,60,일반형
A5 Sportback 40 TFSI quattro,아우디,휘발유,"1,984cc","1,670kg",자동7,10.6㎞/ℓ,14.2㎞/ℓ,12.0㎞/ℓ,3등급,142g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DMS,204 / 4475 - 6000,32.6 / 1450 - 4475,직접분사,자동7,AWD,255/35 R19,255/35 R19,60,일반형
Mercedes-Benz A220 Sedan,벤츠,휘발유,"1,991cc","1,440kg",자동7,10.2㎞/ℓ,14.3㎞/ℓ,11.7㎞/ℓ,3등급,145g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,190/5500-6100,30.6/1600-4000,전자분사,자동7,FF,205/55 R17,205/55 R17,43,일반형
Mercedes-Benz A220,벤츠,휘발유,"1,991cc","1,430kg",자동7,10.5㎞/ℓ,14.3㎞/ℓ,11.9㎞/ℓ,3등급,141g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260 920,190/5500-6100,30.6/1600-4000,전자분사,자동7,FF,205/55 R17,205/55 R17,43,일반형
G80 2.2디젤 AWD 19인치 (SP),현대,경유,"2,151cc","1,920kg",자동8,11.2㎞/ℓ,15.1㎞/ℓ,12.7㎞/ℓ,3등급,152g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HF,210/3800,45.0/1750~2750,CRD,자동8,AWD,245/45R19,275/40R19,65,일반형
재규어 F-PACE D200,재규어,경유,"1,998cc","2,050kg",자동8,11.8㎞/ℓ,13.5㎞/ℓ,12.5㎞/ℓ,3등급,153g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,204DTY,"204/3,750","43.8/1,750-2,500",직접분사,자동8,AWD,255/50R20,255/50R20,60,다목적형
스타리아 2.2디젤 5밴 6MT,현대,경유,"2,199cc","2,080kg",수동6,11.2㎞/ℓ,13.0㎞/ℓ,11.9㎞/ℓ,3등급,161g/km,3개 부처 공동고시,국산,내연기관,화물차,5,D4HB,177/3800,44/1500~2500,CRD,수동6,FF,215/65R17,215/65R17,75,밴형
스타리아 2.2디젤 3밴 6MT,현대,경유,"2,199cc","2,005kg",수동6,11.6㎞/ℓ,13.2㎞/ℓ,12.3㎞/ℓ,3등급,156g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4HB,177/3800,44/1500~2500,CRD,수동6,FF,215/65R17,215/65R17,75,밴형
스타리아 2.2디젤 3밴 8AT,현대,경유,"2,199cc","2,020kg",자동8,10.6㎞/ℓ,13.1㎞/ℓ,11.6㎞/ℓ,3등급,166g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4HB,177/3800,44/1500~2500,CRD,자동8,FF,215/65R17,215/65R17,75,밴형
"싼타페 1.6T-GDI 하이브리드 AWD 7인 19""타이어",현대,휘발유,"1,598cc","1,900kg",자동6,13.8㎞/ℓ,12.3㎞/ℓ,13.1㎞/ℓ,3등급,125g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,AWD,235/55R19,235/55R19,67,다목적형
"싼타페 1.6T-GDI 하이브리드 AWD 5인 17""타이어",현대,휘발유,"1,598cc","1,820kg",자동6,14.0㎞/ℓ,12.6㎞/ℓ,13.4㎞/ℓ,3등급,122g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,AWD,235/65R17,235/65R17,67,다목적형
카니발(22MY) 2.2디젤 7인 19인치타이어,기아,경유,"2,151cc","2,075kg",자동8,11.3㎞/ℓ,14.5㎞/ℓ,12.6㎞/ℓ,3등급,153g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/55R19,235/55R19,72,기타형
카니발(22MY) 2.2디젤 9인 18인치/19인치(빌트인캠),기아,경유,"2,151cc","2,040kg",자동8,11.8㎞/ℓ,14.9㎞/ℓ,13.0㎞/ℓ,3등급,147g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/55R19,235/55R19,72,기타형
카니발(22MY) 2.2디젤 11인 18인치타이어(빌트인캠),기아,경유,"2,151cc","2,085kg",자동8,11.2㎞/ℓ,14.5㎞/ℓ,12.4㎞/ℓ,3등급,154g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,72,일반형
"싼타페 1.6T-GDI 하이브리드 AWD 5인 19""타이어",현대,휘발유,"1,598cc","1,850kg",자동6,13.8㎞/ℓ,12.3㎞/ℓ,13.1㎞/ℓ,3등급,125g/km,3개 부처 공동고시,국산,하이브리드,승용차,5,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,AWD,235/55R19,235/55R19,67,다목적형
카니발(22MY) 2.2디젤 7인 19인치타이어(빌트인캠),기아,경유,"2,151cc","2,075kg",자동8,11.3㎞/ℓ,14.3㎞/ℓ,12.5㎞/ℓ,3등급,153g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/55R19,235/55R19,72,기타형
"싼타페 1.6T-GDI 하이브리드 AWD 7인 17""타이어",현대,휘발유,"1,598cc","1,870kg",자동6,14.0㎞/ℓ,12.6㎞/ℓ,13.4㎞/ℓ,3등급,122g/km,3개 부처 공동고시,국산,하이브리드,승용차,7,G4FT,180/5500,27.0/1500~4500,직접분사,자동6,AWD,235/65R17,235/65R17,67,다목적형
카니발(22MY) 2.2디젤 11인 18인치타이어,기아,경유,"2,151cc","2,085kg",자동8,11.5㎞/ℓ,14.6㎞/ℓ,12.7㎞/ℓ,3등급,151g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/60R18,235/60R18,72,일반형
카니발(22MY) 2.2디젤 9인 18인치/19인치,기아,경유,"2,151cc","2,040kg",자동8,11.8㎞/ℓ,15.0㎞/ℓ,13.1㎞/ℓ,3등급,146g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4HE,202/3800,45/1750~2750,CRD,자동8,2WD,235/55R19,235/55R19,72,기타형
Q5 Sportback 40 TDI quattro,아우디,경유,"1,968cc","1,950kg",자동7,12.2㎞/ℓ,14.3㎞/ℓ,13.0㎞/ℓ,3등급,146g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTP,204 / 3800-4200,40.7886 / 1750-3250,직접분사,자동7,AWD,255/45 R20,255/45 R20,73,다목적형
스타리아 2.2디젤 2WD 6MT 11인 17인치,현대,경유,"2,199cc","2,280kg",수동6,11.0㎞/ℓ,13.0㎞/ℓ,11.8㎞/ℓ,3등급,163g/km,3개 부처 공동고시,국산,내연기관,승합차,11,D4HB,177/3800,44/1500~2500,CRD,수동6,FF,215/65R17,215/65R17,75,일반형
MINI Cooper S Convertible,MINI,휘발유,"1,998cc","1,375kg",자동7,10.5㎞/ℓ,14.6㎞/ℓ,12.0㎞/ℓ,3등급,140g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46A20A,192/5000,28.55/1350-4600,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
A7 50 TDI quattro,아우디,경유,"2,967cc","2,060kg",자동8,10.4㎞/ℓ,14.3㎞/ℓ,11.9㎞/ℓ,3등급,162g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMG,286 / 3500 - 4000,63.2 / 1750 - 3000,직접분사,자동8,AWD,255/35 R21,255/35 R21,74.2,일반형
A6 50 TDI quattro,아우디,경유,"2,967cc","2,020kg",자동8,10.3㎞/ℓ,13.8㎞/ℓ,11.7㎞/ℓ,3등급,165g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMG,286 / 3500 - 4000,63.2 / 1750 - 3000,직접분사,자동8,AWD,255/35 R21,255/35 R21,74.2,일반형
A7 45 TDI quattro,아우디,경유,"2,967cc","2,010kg",자동7,11.4㎞/ℓ,15.5㎞/ℓ,13.0㎞/ℓ,3등급,147g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMG,245 / 3500 - 4750,50.99 / 1500- 3250,직접분사,자동7,AWD,255/40 R20,255/40 R20,74.2,일반형
A6 45 TDI quattro,아우디,경유,"2,967cc","1,965kg",자동7,11.5㎞/ℓ,15.2㎞/ℓ,12.9㎞/ℓ,3등급,148g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DMG,245 / 3500 - 4750,50.99 / 1500- 3250,직접분사,자동7,AWD,255/40 R20,255/40 R20,74.2,일반형
MINI Cooper Convertible,MINI,휘발유,"1,499cc","1,336kg",자동7,11.1㎞/ℓ,13.6㎞/ℓ,12.1㎞/ℓ,3등급,139g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B36A15A,136/4500,22.43/1480-4100,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
K3 1.6 T-GDI 5DR 7DCT PE (ALL SEASON TIRE),기아,휘발유,"1,591cc","1,400kg",자동7,10.8㎞/ℓ,14.0㎞/ℓ,12.1㎞/ℓ,3등급,139g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FJ,204/6000,27/1500~4500,직접분사,자동7,FF,225/40R18,225/40R18,50,일반형
K3 1.6 T-GDI 5DR 7DCT PE (SUMMER TIRE),기아,휘발유,"1,591cc","1,400kg",자동7,10.7㎞/ℓ,13.6㎞/ℓ,11.9㎞/ℓ,3등급,141g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FJ,204/6000,27/1500~4500,직접분사,자동7,FF,225/40ZR18,225/40ZR18,50,일반형
MINI Cooper,MINI,휘발유,"1,499cc","1,250kg",자동7,12.2㎞/ℓ,15.3㎞/ℓ,13.4㎞/ℓ,3등급,124g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B36A15A,136/4500,22.43/1480-4100,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
MINI Cooper S,MINI,휘발유,"1,998cc","1,293kg",자동7,10.8㎞/ℓ,14.9㎞/ℓ,12.3㎞/ℓ,3등급,136g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46A20A,192/5000,28.55/1350-4600,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
MINI Cooper S five-door,MINI,휘발유,"1,998cc","1,348kg",자동7,11.0㎞/ℓ,15.3㎞/ℓ,12.6㎞/ℓ,3등급,133g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46A20A,192/5000,28.55/1350-4600,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
MINI Cooper five-door,MINI,휘발유,"1,499cc","1,311kg",자동7,11.2㎞/ℓ,14.3㎞/ℓ,12.4㎞/ℓ,3등급,135g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B36A15A,136/4500-6500,22.43/1480-4100,직접분사,자동7,FF,195/55R16,195/55R16,44,일반형
레인지로버 벨라 D200,랜드로버,경유,"1,998cc","2,080kg",자동8,11.9㎞/ℓ,14.2㎞/ℓ,12.8㎞/ℓ,3등급,149g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,204DTY,"204/3,750","43.8/1,750-2,500",직접분사,자동8,4WD,255/50R20,255/50R20,60,다목적형
레인지로버 벨라 D300,랜드로버,경유,"2,997cc","2,220kg",자동8,10.3㎞/ℓ,13.6㎞/ℓ,11.6㎞/ℓ,3등급,167g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"300/4,000","66.3/1,500-2,500",직접분사,자동8,4WD,265/45R21,265/45R21,68,다목적형
Q5 40 TDI quattro,아우디,경유,"1,968cc","1,960kg",자동7,11.5㎞/ℓ,14.9㎞/ℓ,12.8㎞/ℓ,3등급,150g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTP,204 / 3800-4200,40.79/ 1750-3250,직접분사,자동7,AWD,255/45 R20,255/45 R20,73,다목적형
K8 2.5 GDI 17인치 (빌트인캠),기아,휘발유,"2,497cc","1,540kg",자동8,10.2㎞/ℓ,14.9㎞/ℓ,11.9㎞/ℓ,3등급,141g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KN,198/6100,25.3/4000,기타,자동8,FF,225/55R17,225/55R17,60,일반형
토요타 Sienna Hybrid AWD,토요타,휘발유,"2,487cc","2,189kg",무단변속,14.1㎞/ℓ,13.3㎞/ℓ,13.7㎞/ℓ,3등급,117g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,A25A,189/6000,24.1/4400,전자분사,무단변속,AWD,235/65R17,235/65R17,68.2,기타형
K8 2.5 GDI 18인치,기아,휘발유,"2,497cc","1,560kg",자동8,10.1㎞/ℓ,14.4㎞/ℓ,11.7㎞/ℓ,3등급,144g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KN,198/6100,25.3/4000,기타,자동8,FF,245/45R18,245/45R18,60,일반형
K8 2.5 GDI 17인치,기아,휘발유,"2,497cc","1,540kg",자동8,10.3㎞/ℓ,15.0㎞/ℓ,12.0㎞/ℓ,3등급,140g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KN,198/6100,25.3/4000,기타,자동8,FF,225/55R17,225/55R17,60,일반형
쏘나타(DN8) 1.6 T-GDI 19인치타이어_22MY,현대,휘발유,"1,598cc","1,500kg",자동8,11.3㎞/ℓ,15.1㎞/ℓ,12.8㎞/ℓ,3등급,131g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FP,180/5500,27/1500~4500,직접분사,자동8,FF,245/40R19,245/40R19,60,일반형
쏘나타(DN8) 1.6 T-GDI 17인치타이어(빌트인캠)_22MY,현대,휘발유,"1,598cc","1,435kg",자동8,12.0㎞/ℓ,16.1㎞/ℓ,13.6㎞/ℓ,3등급,122g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FP,180/5500,27/1500~4500,직접분사,자동8,FF,215/55R17,215/55R17,60,일반형
쏘나타(DN8) 2.0CVVL_18인치타이어_22MY,현대,휘발유,"1,999cc","1,450kg",자동6,11.3㎞/ℓ,14.4㎞/ℓ,12.5㎞/ℓ,3등급,133g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NM,160/6500,20.0/4800,MPI,자동6,FF,235/45R18,235/45R18,60,일반형
쏘나타(DN8) 1.6 T-GDI 19인치(빌트인캠)_22MY,현대,휘발유,"1,598cc","1,500kg",자동8,11.3㎞/ℓ,14.6㎞/ℓ,12.6㎞/ℓ,3등급,134g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FP,180/5500,27/1500~4500,직접분사,자동8,FF,245/40R19,245/40R19,60,일반형
쏘나타(DN8) 2.0CVVL_17인치타이어_22MY,현대,휘발유,"1,999cc","1,420kg",자동6,11.4㎞/ℓ,14.7㎞/ℓ,12.7㎞/ℓ,3등급,131g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NM,160/6500,20.0/4800,MPI,자동6,FF,215/55R17,215/55R17,60,일반형
"XM3 1.6 (17"" tire) LRRC",르노삼성,휘발유,"1,598cc","1,300kg",무단변속,12.3㎞/ℓ,15.6㎞/ℓ,13.6㎞/ℓ,3등급,121g/km,3개 부처 공동고시,국산,내연기관,승용차,5,H4M,123/6400,15.8/4000,MPI,무단변속,FF,215/60R17,215/60R17,50,기타형
Mercedes-Benz S350 d,벤츠,경유,"2,925cc","2,090kg",,10.4㎞/ℓ,14.7㎞/ℓ,12.0㎞/ℓ,3등급,161g/km,3개 부처 공동고시,수입,내연기관,승용차,5,656 929,286/3600-4200,61.2/1200-3200,전자분사,자동9,FR,255/40 R20,285/35 R20,76,일반형
디스커버리 스포츠 D165,랜드로버,경유,"1,998cc","2,090kg",,10.8㎞/ℓ,13.4㎞/ℓ,11.8㎞/ℓ,3등급,163g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,204DTY,"163/3,500-4,250","38.7/1,500-2,500",직접분사,자동9,4WD,235/55R19,235/55R19,65,다목적형
레인지로버 이보크 D165,랜드로버,경유,"1,998cc","1,985kg",,11.5㎞/ℓ,13.9㎞/ℓ,12.5㎞/ℓ,3등급,153g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,204DTY,"163/3,500-4,250","38.7/1,500-2,500",직접분사,자동9,4WD,235/60R18,235/60R18,65,다목적형
팰리세이드 2.2 디젤 2WD 7인 20인치 (21),현대,경유,"2,199cc","1,965kg",자동8,10.8㎞/ℓ,13.1㎞/ℓ,11.7㎞/ℓ,3등급,164g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HB,202/3800,45/1750~2750,CRD,자동8,2WD,245/50R20,245/50R20,71,다목적형
팰리세이드 2.2 디젤 2WD 7인 18인치 (21),현대,경유,"2,199cc","1,945kg",자동8,11.4㎞/ℓ,13.8㎞/ℓ,12.4㎞/ℓ,3등급,155g/km,3개 부처 공동고시,국산,내연기관,승용차,7,D4HB,202/3800,45/1750~2750,CRD,자동8,2WD,245/60R18,245/60R18,71,다목적형
팰리세이드 2.2 디젤 2WD 8인 20인치 (21),현대,경유,"2,199cc","1,965kg",자동8,10.8㎞/ℓ,13.1㎞/ℓ,11.7㎞/ℓ,3등급,164g/km,3개 부처 공동고시,국산,내연기관,승용차,8,D4HB,202/3800,45/1750~2750,CRD,자동8,2WD,245/50R20,245/50R20,71,다목적형
팰리세이드 2.2 디젤 2WD 8인 18인치 (21),현대,경유,"2,199cc","1,965kg",자동8,11.1㎞/ℓ,13.6㎞/ℓ,12.1㎞/ℓ,3등급,159g/km,3개 부처 공동고시,국산,내연기관,승용차,8,D4HB,202/3800,45/1750~2750,CRD,자동8,2WD,245/60R18,245/60R18,71,다목적형
레인지로버 이보크 D200,랜드로버,경유,"1,998cc","2,000kg",,11.5㎞/ℓ,13.9㎞/ℓ,12.5㎞/ℓ,3등급,153g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,204DTY,"204/3,750","43.8/1,750~2,500",직접분사,자동9,4WD,235/50R20,235/50R20,65,다목적형
디스커버리 스포츠 D200,랜드로버,경유,"1,998cc","2,115kg",,10.8㎞/ℓ,13.4㎞/ℓ,11.8㎞/ℓ,3등급,163g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,204DTY,"204/3,750","43.8/1,750~2,500",직접분사,자동9,4WD,235/55R19,235/55R19,65,다목적형
스포티지 1.6디젤 4WD (PE/19“ 타이어)(21),기아,경유,"1,598cc","1,690kg",자동7,12.7㎞/ℓ,13.8㎞/ℓ,13.2㎞/ℓ,3등급,144g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4FE,136/4000,32.6/2000~2250,CRD,자동7,AWD,245/45R19,245/45R19,62,다목적형
BMW 330i,BMW,휘발유,"1,998cc","1,620kg",자동8,10.4㎞/ℓ,13.9㎞/ℓ,11.8㎞/ℓ,3등급,143g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46B20B,258/5000-6500,40.79/1550-4400,직접분사,자동8,FR,225/45 R18,225/45 R18,59,일반형
렉스턴 2.2 8AT 2WD SCR Step2 7인승 ISG,쌍용,경유,"2,157cc","2,070kg",자동8,10.4㎞/ℓ,13.4㎞/ℓ,11.6㎞/ℓ,3등급,167g/km,3개 부처 공동고시,국산,내연기관,승용차,7,672 980,202/3800,45/1600~2600,CRD,자동8,2WD,255/50R20,255/50R20,70,다목적형
렉스턴 2.2 8AT 2WD SCR Step2 5인승 ISG,쌍용,경유,"2,157cc","2,060kg",자동8,10.4㎞/ℓ,13.4㎞/ℓ,11.6㎞/ℓ,3등급,167g/km,3개 부처 공동고시,국산,내연기관,승용차,5,672 980,202/3800,45/1600~2600,CRD,자동8,2WD,255/50R20,255/50R20,70,다목적형
Tiguan 2.0TDI 4Motion,폭스바겐,경유,"1,968cc","1,771kg",자동7,12.3㎞/ℓ,15.0㎞/ℓ,13.4㎞/ℓ,3등급,142g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DTS,150 / 3000-4200,36.7 / 1600-2750,직접분사,자동7,AWD,235/55 R18,235/55 R18,60.3,다목적형
Jetta 1.4 TSI,폭스바겐,휘발유,"1,395cc","1,408kg",자동8,11.9㎞/ℓ,15.8㎞/ℓ,13.4㎞/ℓ,3등급,126g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DGX,150 / 5000 - 6000,25.5 / 1400 - 3500,직접분사,자동8,FF,205/55 R17,205/55 R17,50,일반형
Mercedes-Benz C220 d 4MATIC,벤츠,경유,"1,950cc","1,700kg",,12.3㎞/ℓ,15.6㎞/ℓ,13.6㎞/ℓ,3등급,140g/km,3개 부처 공동고시,수입,내연기관,승용차,5,654920,194/3800,40.8/1600-2800,전자분사,자동9,AWD,225/45 R18,245/40 R18,66,일반형
Mercedes-Benz A220 Sedan,벤츠,휘발유,"1,991cc","1,445kg",자동7,10.4㎞/ℓ,14.4㎞/ℓ,11.9㎞/ℓ,3등급,149g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,190/5500-6100,30.6/1600-4000,전자분사,자동7,FF,225/45 R18,225/45 R18,43,일반형
Mercedes-Benz A220,벤츠,휘발유,"1,991cc","1,430kg",자동7,10.4㎞/ℓ,14.4㎞/ℓ,11.9㎞/ℓ,3등급,149g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,190/5500-6100,30.6/1600-4000,전자분사,자동7,FF,225/45 R18,225/45 R18,43,일반형
BMW 840d xDrive Gran Coupe,BMW,경유,"2,993cc","2,080kg",자동8,11.5㎞/ℓ,14.7㎞/ℓ,12.8㎞/ℓ,3등급,150g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,B57D30B,340/4400,71.38/1750-2250,직접분사,자동8,AWD,245/35R20,275/30R20,66,일반형
"QM6 New 2.0 DIESEL (4WD 19"" Tire)",르노삼성,경유,"1,997cc","1,805kg",무단변속,11.4㎞/ℓ,14.1㎞/ℓ,12.5㎞/ℓ,3등급,152g/km,3개 부처 공동고시,국산,내연기관,승용차,5,M9R,184/3500,38.7/1750~3250,직접분사,무단변속,4WD,225/55R19,225/55R19,60,다목적형
"QM6 New 2.0 DIESEL (4WD 18"" Tire)",르노삼성,경유,"1,997cc","1,800kg",무단변속,11.4㎞/ℓ,14.6㎞/ℓ,12.7㎞/ℓ,3등급,150g/km,3개 부처 공동고시,국산,내연기관,승용차,5,M9R,184/3500,38.7/1750~3250,직접분사,무단변속,4WD,225/60R18,225/60R18,60,다목적형
티볼리 에어 가솔린 1.5 AT 2WD 18인치 타이어,쌍용,휘발유,"1,497cc","1,365kg",자동6,10.8㎞/ℓ,13.1㎞/ℓ,11.8㎞/ℓ,3등급,142g/km,3개 부처 공동고시,국산,내연기관,승용차,5,175950,163/5000~5500,26.5/1500~4000,직접분사,자동6,2WD,215/50R18,215/50R18,50,기타형
티볼리 에어 가솔린 1.5 AT 2WD 17인치 타이어,쌍용,휘발유,"1,497cc","1,365kg",자동6,10.9㎞/ℓ,13.2㎞/ℓ,11.9㎞/ℓ,3등급,141g/km,3개 부처 공동고시,국산,내연기관,승용차,5,175950,163/5000~5500,26.5/1500~4000,직접분사,자동6,2WD,215/55R17,215/55R17,50,기타형
티볼리 에어 가솔린 1.5 AT 2WD 16인치 타이어,쌍용,휘발유,"1,497cc","1,365kg",자동6,10.9㎞/ℓ,13.5㎞/ℓ,12.0㎞/ℓ,3등급,139g/km,3개 부처 공동고시,국산,내연기관,승용차,5,175950,163/5000~5500,26.5/1500~4000,직접분사,자동6,2WD,205/65R16,205/65R16,50,기타형
코나(OS PE) 2.0 가솔린 4WD_18인치타이어,현대,휘발유,"1,999cc","1,415kg",무단변속,10.5㎞/ℓ,13.1㎞/ℓ,11.6㎞/ℓ,3등급,145g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NS,149/6200,18.3/4500,MPI,무단변속,4WD,235/45R18,235/45R18,50,다목적형
코나(OS PE) 2.0 가솔린 4WD_16/17인치타이어,현대,휘발유,"1,999cc","1,380kg",무단변속,10.8㎞/ℓ,13.3㎞/ℓ,11.8㎞/ℓ,3등급,142g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NS,149/6200,18.3/4500,MPI,무단변속,4WD,205/60R16,205/60R16,50,다목적형
코나(OS PE) 2.0 가솔린 2WD_17인치타이어,현대,휘발유,"1,999cc","1,315kg",무단변속,12.0㎞/ℓ,15.0㎞/ℓ,13.2㎞/ℓ,3등급,128g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NS,149/6200,18.3/4500,MPI,무단변속,2WD,215/55R17,215/55R17,50,다목적형
코나(OS PE) 2.0 가솔린 2WD_18인치타이어,현대,휘발유,"1,999cc","1,335kg",무단변속,11.8㎞/ℓ,14.2㎞/ℓ,12.8㎞/ℓ,3등급,131g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NS,149/6200,18.3/4500,MPI,무단변속,2WD,235/45R18,235/45R18,50,다목적형
코나(OS PE) 2.0 가솔린 2WD_16인치타이어,현대,휘발유,"1,999cc","1,300kg",무단변속,12.6㎞/ℓ,15.0㎞/ℓ,13.6㎞/ℓ,3등급,122g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4NS,149/6200,18.3/4500,MPI,무단변속,2WD,205/60R16,205/60R16,50,다목적형
GV70 2.2디젤 2WD 21인치,현대,경유,"2,151cc","1,890kg",자동8,11.2㎞/ℓ,14.7㎞/ℓ,12.6㎞/ℓ,3등급,152g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HF,210/3800,45/1750~2750,CRD,자동8,FR,255/40R21,255/40R21,66,다목적형
GV70 2.2디젤 AWD 19인치,현대,경유,"2,151cc","1,935kg",자동8,11.2㎞/ℓ,14.3㎞/ℓ,12.4㎞/ℓ,3등급,155g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HF,210/3800,45/1750~2750,CRD,자동8,AWD,235/55R19,235/55R19,66,다목적형
GV70 2.2디젤 AWD 18인치,현대,경유,"2,151cc","1,925kg",자동8,11.5㎞/ℓ,15.0㎞/ℓ,12.9㎞/ℓ,3등급,149g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HF,210/3800,45/1750~2750,CRD,자동8,AWD,235/60R18,235/60R18,66,다목적형
GV70 2.2디젤 AWD 21인치 (스포츠패키지),현대,경유,"2,151cc","1,970kg",자동8,10.8㎞/ℓ,13.7㎞/ℓ,12.0㎞/ℓ,3등급,161g/km,3개 부처 공동고시,국산,내연기관,승용차,5,D4HF,210/3800,45/1750~2750,CRD,자동8,AWD,255/40R21,255/40R21,66,다목적형
